"persid";"apellido1";"apellido2";"nombre";"municipio";"fechanac";"horasextra"
"4c5ab8679";"GOMEZ";"GARCIA";"MIGUEL ANGEL";"03122";"1970-09-25";956
"4c5acb6a8";"MIRA";"GARCIA";"MARIA JESUS";"03122";"1970-10-14";822
"4c7711f6c";"IZQUIERDO";"GARCIA";"MARIA ANTONIA";"03122";"1970-12-17";963
"4cda7563e";"LOPEZ";"GARCIA";"FCO. RAMON";"03122";"1971-03-03";282
"4cdef51a4";"ARBOL";"GARCIA";"MARIA JOSE";"03122";"1971-04-29";206
"4cfadc0f8";"PEREZ";"GARCIA";"JUANA";"03122";"1971-06-30";871
"4d1f084db";"GARCIA";"GARCIA";"MANUEL";"03122";"1971-08-08";545
"4d3b8742d";"MARTINEZ";"GARCIA";"ARACELI";"03122";"1972-05-01";197
"4d4e54051";"BUENO";"GARCIA";"MARIA CARMEN";"03122";"1972-09-02";755
"4d8dc3003";"DIAZ";"GARCIA";"JOSE MANUEL";"03122";"1972-11-24";966
"4de74500b";"JUAN";"GARCIA";"VICTOR MANUEL";"03090";"1973-01-08";548
"4decc9f5d";"MARTINEZ";"GARCIA";"FERNANDO";"03014";"1973-02-23";153
"4e1b26f0d";"REYES";"GARCIA";"MARIA JOSE";"03014";"1973-02-25";770
"4e418d3ef";"RICO";"GARCIA";"DANIEL";"03014";"1973-05-21";827
"4e48974c0";"VIADA";"GARCIA";"MARTA";"03014";"1973-09-05";385
"4e6a69257";"GUILLAMON";"GARCIA";"FRANCISCO ANTONIO";"03014";"1973-12-19";767
"4e80c93fd";"VAZQUEZ";"GARCIA";"CINTA";"03014";"1974-02-24";29
"4ede1ecbe";"GONZALEZ";"GARCIA";"ESTEFANIA";"03014";"1974-03-25";466
"4f000410d";"MARTINEZ";"GARCIA";"REMEDIOS";"03014";"1974-07-08";166
"4f1a26e11";"AGULLO";"GARCIA";"JUAN CARLOS";"03014";"1974-12-29";193
"4f7becff7";"GIL";"GARCIA";"Mª DEL REMEDIO";"03014";"1975-07-31";440
"4f9743390";"SOLA";"GARCIA";"MARIA JOSE";"03014";"1975-11-23";418
"4fa39df6f";"LLINARES";"GARCIA";"MARCELINO";"03014";"1976-04-30";405
"4fb642bec";"ALVARIÑO";"GARCIA";"IGNACIO";"03014";"1976-12-16";85
"4fbf2de94";"MARTI";"GARCIA";"ALFREDO";"03014";"1977-03-31";436
"4fc0002ff";"GOMEZ-CALCERRADA";"GARCIA";"DOLORES";"03014";"1977-04-19";845
"4fce23126";"ESPI";"GARCIA";"DAVID";"03014";"1977-05-14";962
"4fd7487b4";"CUEVAS";"GARCIA";"MARIA";"03014";"1977-09-12";130
"5005c21e5";"LABARTA";"GARCIA";"JUAN ANTONIO";"03014";"1977-12-29";234
"509cc6c03";"PEÑALVER";"GARCIA";"JESICA";"03014";"1978-01-07";503
"50aa38d86";"IRLES";"GARCIA";"ALICIA MARIA";"03014";"1978-01-10";95
"50d6a6861";"PASTOR";"GARCIA";"MARIA ISABEL";"03014";"1978-01-25";56
"50f552159";"RAMOS";"GARCIA";"FRANCISCO BENIGNO";"03014";"1978-09-17";465
"51008793c";"FERNANDEZ";"GARCIA";"MARIA JOSE";"03014";"1978-11-09";377
"5110fc796";"MOLTO";"GARCIA";"CARMEN";"03014";"1979-01-09";262
"51b13ad8e";"PEREZ";"GARCIA";"CRISTOBAL";"03014";"1979-03-29";336
"51c4ed2c0";"ANTON";"GARCIA";"SUSANA MARIA";"03014";"1979-06-28";923
"51c77ae6a";"CARRATALA";"GARCIA";"JUAN ANTONIO";"03014";"1979-07-24";460
"51d5cd603";"SELVA";"GARCIA";"JOSUE ANTONIO";"03014";"1979-10-22";91
"51dfc67ef";"AVILES";"GARCIA";"RAMONA";"03014";"1979-10-27";888
"520cdf277";"CUESTA";"GARCIA";"EVA ASCENSION";"03014";"1980-01-18";7
"522894f9c";"BENEYTO";"GARCIA";"JAVIER";"03014";"1980-06-18";244
"52d157f6a";"AMOROS";"GARCIA";"JULIO";"03014";"1980-06-27";657
"52e30dc2e";"TOMÁS";"GARCIA";"CECILIA";"03014";"1980-08-05";834
"5317a4527";"PANALIGAN";"GARCIA";"FRANCISCO JAVIER";"03014";"1981-02-19";630
"533bb528e";"GARCIA";"GARCIA";"OLIVIA";"03014";"1981-03-10";424
"534345710";"BERTOMEU";"GARCIA";"ALICIA";"03014";"1981-05-28";864
"53516535a";"TARRAGA";"GARCIA";"JOSE MANUEL";"03014";"1981-08-10";95
"53557aaf6";"BELDA";"GARCIA";"MARIA CARMEN";"03014";"1981-08-28";590
"535a92d83";"RAMIREZ";"GARCIA";"INMACULADA";"03014";"1982-05-20";56
"538edaaa4";"SEVILLA";"GARCIA";"GINES";"03014";"1983-03-14";536
"53966f0ae";"JAVALOY";"GARCIA";"PATRICIA";"03014";"1983-09-09";7
"53b373d2e";"MENDEZ";"GARCIA";"SANTIAGO TIMOTEO";"03014";"1983-10-17";462
"544967b29";"PASTOR";"GARCIA";"ROSA MARIA";"03014";"1983-11-20";622
"544daccbf";"RUIZ";"GARCIA NAVAS";"JOSE JUAN";"03014";"1983-12-21";306
"548101992";"MARHUENDA";"GARCIA-CONDE";"ADELA";"03014";"1983-12-26";584
"54b76ca08";"MARTIN";"GARCIA-CONSUEGRA";"JOSEP MIQUEL";"03014";"1984-01-09";575
"54bed5d73";"SARA";"GAREA";"ELISA";"03014";"1984-01-26";446
"54c346d56";"MONTERO";"GARMENDIA";"ADELARDO";"03014";"1984-03-28";818
"54c93013d";"BLASCO";"GARRIDO";"MARIA ANGELES";"03014";"1984-04-27";77
"54f29c598";"BURGUI";"GARRIDO";"MARIA ZORAIDA";"03014";"1984-06-11";542
"54f2d3667";"PUENTE";"GARRIDO";"MARIA PILAR";"03014";"1984-06-27";875
"54f8ab6d0";"VALLEJO";"GARRIDO";"CELIA";"03014";"1984-08-20";542
"550bc795d";"FERNANDEZ";"GARRIDO";"CARLOS";"03014";"1984-09-24";920
"557e075de";"ORTUÑO";"GARRIGOS";"MARIA ANGELES";"03014";"1985-01-07";136
"55f5aa9d2";"CORREA";"GARRIGOS";"GREGORIA";"03014";"1985-02-01";879
"55f630ecc";"PASTOR";"GARROTE";"MARIA JOSE";"03014";"1985-06-22";842
"560975033";"GUILLENA";"GASCO";"RAFAEL";"03014";"1985-09-07";597
"5658b9e7c";"CASES";"GASCO";"LETICIA";"03014";"1985-11-25";970
"579c0115f";"CORTES";"GASCO";"ENRIQUE";"03014";"1985-11-30";729
"57a6e65fd";"MAESTRE";"GAVILAN";"NEREIDA";"03014";"1986-04-10";214
"58183870c";"VAÑO";"GIL";"AGUSTIN";"03014";"1986-04-18";386
"5818f0380";"CERDA";"GIL";"MARIA ASUNCION";"03014";"1986-05-19";437
"5821780fb";"MANZANERO";"GIL";"ALEJANDRO";"03014";"1986-09-16";845
"5832a69b1";"SEDANO";"GIL";"ROSARIO";"03014";"1987-02-25";810
"585d8dac3";"RODRIGUEZ";"GIL";"ROSA AURORA";"03014";"1987-03-10";301
"5863351df";"VALERO";"GIL";"FRANCISCO JAVIER";"03014";"1987-11-15";940
"5895d5f5f";"RICO";"GILABERT";"VICENT";"03014";"1988-01-27";357
"589f6105f";"BERTOMEU";"GILART";"MARIA CARMEN";"03014";"1988-05-06";476
"58a13cd38";"PASTOR";"GIMENEZ";"TOMAS";"03014";"1988-09-04";408
"58b541cb3";"PERTUSA";"GIMENEZ";"MARIA ENCARNACION";"03014";"1988-09-26";820
"58cd6c09c";"IVARS";"GIMENEZ";"MARIA DOLORES";"03014";"1988-12-27";97
"590a97a31";"AGUIAR";"GIMENEZ";"ISABEL";"03014";"1988-12-29";852
"590ac907b";"MARTINEZ";"GIMENEZ";"LIDIA";"03014";"1989-01-18";125
"590d28755";"VILA";"GIMENEZ";"MARIA DOLORES";"03014";"1989-03-05";681
"591d2f436";"COLL";"GIMENO";"JOSE MARIA";"03014";"1990-05-13";572
"591ddcdf6";"GONZALEZ";"GINER";"BEATRIZ";"03088";"1990-08-06";503
"599e32540";"ALVAREZ";"GINER";"MARGARITA";"03132";"1990-12-27";114
"59a177985";"SANTACREU";"GINER";"JOSEP MANUEL";"03019";"1970-02-18";373
"59b658218";"LLAMAZARES";"GINER";"M. JOSEFA";"03079";"1970-06-11";45
"59c9058ae";"JOVER";"GIRELA";"EVA MARIA";"03119";"1970-11-06";33
"5a7b2c1b3";"RAIGAL";"GIRONES";"MARIA ISABEL";"03119";"1971-02-25";510
"5acd57f2c";"ADRIAN";"GOBERNA";"JOSE MARIA";"03119";"1971-03-28";925
"5ad1de1b7";"ROBERT";"GOMEZ";"M. SOLEDAD";"03119";"1971-06-11";875
"5aea3a0c6";"VICENTE";"GOMEZ";"ANA";"03119";"1971-08-31";106
"5b2a5c6f6";"BENEYTO";"GOMEZ";"MARIA JESUS";"03119";"1971-11-06";894
"5b91ee15f";"RAMOS";"GOMEZ";"ALEJANDRO";"03119";"1972-03-06";711
"5ba18bfb2";"AGULLO";"GOMEZ";"CARLOS MANUEL";"03119";"1972-07-11";108
"5bcd2756f";"MONREAL";"GOMEZ";"EVA";"03119";"1972-12-23";990
"5c085f4e3";"LOPEZ";"GOMEZ";"LORENZO";"03119";"1973-03-26";147
"5c5167f3b";"PRATS";"GOMEZ";"ALFREDO";"03119";"1973-05-29";953
"5c74d6047";"MARCO";"GOMEZ";"MIGUEL ANGEL";"03119";"1973-06-06";800
"5c84b337f";"PEREZ";"GOMEZ";"SERGIO";"03119";"1973-07-11";449
"5ca444d3c";"PEREZ";"GOMEZ";"MAURO SEVERO";"03119";"1973-10-17";893
"5cb51e60b";"VILAS";"GOMEZ";"JORGE";"03119";"1973-12-13";200
"5cd6c6969";"SANZ";"GOMEZ";"MANUEL";"03119";"1974-01-05";806
"5cda62c7f";"BERTOS";"GOMEZ";"ELENA";"03119";"1974-02-04";368
"5d2f9a67a";"ABIAN";"GOMEZ";"ELENA";"03119";"1974-06-20";608
"5d44c0538";"MOLTO";"GOMEZ";"MANUELA";"03119";"1974-07-29";625
"5d95f9b91";"GALINDO";"GOMEZ";"AGUSTINA";"03119";"1974-08-30";466
"5e2f00f3d";"CHICO";"GOMEZ";"ASUNCION";"03019";"1974-08-31";459
"5e4ae7824";"PACHECO";"GOMEZ";"RAUL";"03065";"1974-11-12";751
"5eb298f51";"SAEZ";"GOMEZ";"JUAN F";"03065";"1974-11-24";146
"5eba550a7";"MARTINEZ";"GOMEZ-RICO";"RAQUEL";"03065";"1974-12-11";885
"5f0dfbdbd";"ZARAGOZA";"GOMIS";"LEA";"03065";"1975-03-28";323
"5f0e6f6cc";"RINCON";"GOMIS";"PALOMA";"03065";"1975-03-31";646
"5f36fe2b5";"GALVAÑ";"GOMIS";"PEDRO JOSE";"03065";"1975-04-03";388
"5fb0e4fbf";"LOZANO";"GOMIS";"MIGUEL";"03065";"1975-10-03";437
"5fb8ab45f";"LABADO";"GOMIS";"INMACULADA";"03065";"1975-12-19";18
"5fcb8b414";"RICA";"GOMIS";"MARIA ELENA";"03065";"1976-03-28";433
"601c73fcb";"GONZALVEZ";"GONZALEZ";"DOLORES";"03065";"1976-05-10";470
"6022a0ef8";"CARBONERO";"GONZALEZ";"CAROLINA";"03065";"1976-06-02";529
"60569eb56";"NUÑEZ DE ARENAS";"GONZALEZ";"MARIA FRANCISCA";"03065";"1976-08-30";357
"606de1033";"SANCHEZ";"GONZALEZ";"VICENTE RAUL";"03065";"1977-10-15";345
"60a23f1b2";"GRANADOS";"GONZALEZ";"CRISTIAN";"03065";"1978-05-23";636
"60af908ba";"SEMPERE";"GONZALEZ";"ISABEL";"03065";"1978-05-27";251
"60e3b6930";"VAZQUEZ";"GONZALEZ";"PABLO";"03065";"1978-07-08";950
"61028bc7b";"VICENTE";"GONZALEZ";"MARIA VIOLETA";"03065";"1978-10-07";346
"61078be56";"FERRER";"GONZALEZ";"ASUNCION";"03065";"1978-10-30";360
"61273bf72";"SANCHO";"GONZALEZ";"MERCEDES";"03065";"1979-02-02";940
"612d207d8";"RICO";"GONZALEZ";"JUAN ENRIQUE";"03065";"1979-03-21";494
"614175539";"FERNANDEZ";"GONZALEZ";"JUAN MIGUEL";"03065";"1979-05-12";313
"61460f70e";"MARTIN";"GONZALEZ";"CRISTINA";"03065";"1979-05-19";739
"614852f57";"LON";"GONZALEZ";"ISABEL";"03065";"1979-07-29";943
"6155e9d17";"VEIRA";"GONZALEZ";"PABLO JESUS";"03065";"1979-09-14";205
"615edb474";"MARTÍNEZ";"GONZALEZ";"JOSÉ LUIS";"03065";"1980-05-18";748
"616584fe5";"LOPEZ";"GONZALEZ";"MARIELA LAZARA";"03065";"1980-05-31";574
"61df41809";"CONDE";"GONZALEZ";"MARIA DEL ENAR";"03065";"1980-08-17";373
"6213287b5";"GUIRAO";"GONZALEZ";"MARIA DOLORES";"03065";"1980-09-25";39
"622a88c79";"VICENTE";"GONZALEZ";"JOAQUIN";"03065";"1981-04-09";5
"62d9cc116";"CARTAGENA";"GONZALEZ";"ARTURO";"03065";"1981-10-13";124
"62e56efd3";"OREA";"GONZALEZ";"RUBEN";"03065";"1981-11-17";185
"6329cc1ac";"MELERO";"GONZALEZ";"MARIA TERESA";"03065";"1982-01-12";891
"633f2851c";"LEYVA";"GONZALEZ";"NATALIA";"03065";"1982-02-05";447
"63e843b87";"CABRAL";"GONZALEZ-CONDE";"MARIA JOSE";"03065";"1982-05-04";831
"63ef352d5";"ROMAN";"GONZALEZ-MORO";"EDUARDO";"03065";"1982-05-20";278
"64389b494";"GUTIERREZ";"GOSALBEZ";"LUIS";"03065";"1983-04-29";850
"644aea3a7";"HERNANDEZ";"GOSALBEZ";"MARIA JOSE";"03065";"1983-07-23";712
"646dcaa1d";"CARO";"GOZALVEZ";"RAFAEL DIEGO";"03065";"1983-08-31";355
"64f83b67c";"MORANT";"GRANADOS";"MARIA JOSE";"03065";"1984-02-16";69
"65071d926";"ROMAN";"GRANDE";"ENRIQUE";"03065";"1984-03-19";700
"653693dc8";"MOLINERO";"GRANE";"FRANCISCO JAVIER";"03065";"1984-03-20";14
"6568edcc7";"CABANES";"GRAS";"ESTHER";"03065";"1984-05-12";320
"6598aff5c";"BOTIA";"GRAS";"ISABEL";"03065";"1984-10-26";649
"65a39e823";"BONMATI";"GRAS";"MARIA ANGELES";"03065";"1985-03-11";360
"65ac59608";"COLOMINA";"GRAU";"JUANA";"03065";"1985-05-10";681
"6614f4a2d";"COPETE";"GRAU";"ANTONIO";"03065";"1985-06-07";589
"662b3c309";"MARCO";"GRAU";"JOSE";"03065";"1985-06-10";854
"66761b328";"ROMAN";"GRAU";"MARIA ASUNCION";"03065";"1985-09-06";994
"6693435ad";"PASTOR";"GREDIAGA";"J. GUILLERMO";"03065";"1986-01-31";796
"66ae71101";"PASCUAL";"GREGORIO";"CRISTINA";"03065";"1986-03-03";199
"66bafa8b9";"BOTELLA";"GRIMALDOS";"FRANCISCO JAVIER";"03004";"1986-05-04";266
"66edfd028";"VACAS";"GRINDLE";"EDUARDO";"03103";"1986-08-06";544
"67a104a18";"SANCHEZ";"GUALDA";"ISABEL";"03004";"1986-08-24";773
"67a1a2ccd";"PINA";"GUARDIOLA";"JOAQUIN";"03098";"1986-10-08";813
"67b325822";"MANCHON";"GUARDIOLA";"HIPOLITO";"03050";"1987-02-08";918
"67c27b814";"ESPER";"GUERRA";"FRANCO MANUEL";"03050";"1987-03-26";812
"67d7eed5c";".";"GUERRERO";"DELIA IONELA";"03050";"1987-07-11";819
"67f678748";"DOMENECH";"GUERRERO";"JOSE JAVIER";"03050";"1987-08-09";41
"67fe9a52f";"LOPEZ";"GUERRERO";"ALEJANDRO";"03050";"1987-12-31";998
"6802a1c9c";"ALFONSO";"GUERRERO";"MARIA JOSEFA";"03050";"1988-01-05";709
"682d7e350";"MARTINEZ";"GUIJARRO";"ANTONIO LUIS";"03050";"1988-01-09";489
"6892d3b97";"SEMPERE";"GUIJARRO";"HECTOR";"03050";"1988-01-26";829
"6895c0f75";"VERDU";"GUILLEM";"AMPARO";"03050";"1988-04-07";987
"6899d33aa";"ROMERO";"GUILLEN";"EULALIA";"03050";"1988-10-24";373
"68d6f5fe6";"ESPI";"GUILLEN";"JOSE ANTONIO";"03038";"1988-12-12";678
"68f1558b5";"MARTINEZ";"GUILLO";"JOSE FERNANDO";"03052";"1988-12-13";698
"690f8cddf";"SOLA";"GUTIERREZ";"ADRIANA";"03072";"1989-04-25";728
"6913170ff";"ROMERO";"GUTIERREZ";"JOSE LUIS";"03035";"1989-05-26";56
"69341172d";"ARACIL";"GUTIERREZ";"MANUEL";"03051";"1990-02-19";768
"693dc44da";"REBOLLO";"GUTIERREZ";"JOSE FERNANDO";"03028";"1990-04-02";428
"695ff0d1a";"FRANCO";"GUTIERREZ";"DAVID";"03078";"1990-07-12";70
"69b08b85e";"GARCIA";"HANDRICH";"MANUEL";"03048";"1965-01-24";88
"69b94a3d1";"ROMERO";"HERAS";"MARIA MERCEDES";"03048";"1965-08-30";77
"69bb14554";".";"HEREDIA";"TIJANI";"03048";"1966-01-11";431
"69fe7f5ba";"JIMENEZ";"HERNANDEZ";"ISAAC";"03048";"1966-07-24";769
"6a1b8d1b0";"HERNANDEZ";"HERNANDEZ";"ALFREDO";"03048";"1966-08-02";666
"6a36755d0";"MAS";"HERNANDEZ";"SARA";"03048";"1966-09-17";284
"6a9579365";"RODRIGUEZ";"HERNANDEZ";"MIRIAM";"03048";"1966-11-18";762
"6a9b39be2";"JIMENEZ";"HERNANDEZ";"RAQUEL";"03048";"1966-11-21";994
"6aca16585";"DIAZ";"HERNANDEZ";"JUAN MANUEL";"03048";"1967-03-16";80
"6ad16f4c6";"CERDAN";"HERNANDEZ";"JUAN JOSE";"03048";"1967-04-20";961
"6adf1c0c9";"ALZAMORA";"HERNANDEZ";"MANUEL";"46004";"1967-07-11";260
"6b077857d";"VICENTE";"HERNANDEZ";"RAMON ANGEL";"03084";"1967-09-05";625
"6b32e3eef";"PASTOR";"HERNANDEZ";"DAVID";"46184";"1967-11-15";734
"6b9811424";"ALARCON";"HERNANDEZ";"NATALIA ANGELES";"03118";"1967-11-25";72
"6b9b21385";"ALGARRA";"HERNANDEZ";"ALICIA";"03077";"1967-12-30";543
"6bbda19c5";"DOMENECH";"HERNANDEZ";"BELEN ADORACION";"03037";"1968-07-02";545
"6bca2b581";"ARNEDO";"HERRANZ";"JESUS";"03140";"1968-08-09";892
"6bfe90bf6";"MATEO";"HERRERA";"FRANCISCO";"03140";"1968-10-08";585
"6c295ca10";"GUIJARRO";"HERRERO";"ANTONIO";"03140";"1969-04-16";600
"6c7f06b2a";"PEREZ";"HERRERO";"ISABEL";"03140";"1969-05-24";73
"6c827a4ca";"CERDAN";"HERRERO";"EVA MARIA";"03140";"1969-05-30";370
"6ca27331d";"LOPEZ";"HUESCA";"JOSE MARIA";"03140";"1969-06-10";586
"6cc38adbf";"MARTINEZ";"HUETE";"VICENTA";"03140";"1969-06-25";447
"6cd07ae5c";"DOMENECH";"HURTADO";"M. JOSE";"03140";"1969-08-15";48
"6d3aea0c6";"CARDONA";"HURTADO";"SERGIO";"03140";"1969-09-25";284
"6d73802f5";"HERIAS";"HURTADO";"FRANCISCO ANDRES";"03140";"1969-11-05";175
"6d7f3f225";"SOLIVERES";"IBAÑEZ";"MARIA LUISA";"03106";"1969-11-11";104
"6dd88e1dc";"ROIG";"IBARRA";"ANTONIO";"03003";"1969-11-19";51
"6e3648008";"MUÑOZ";"IBORRA";"JOSE";"03086";"1969-11-25";603
"6e4fb0955";"ROMA";"IGLESIAS";"PATRICIA";"03022";"1970-06-05";175
"6e53c97b6";"CALERO";"ILIESCU";"JUAN MANUEL";"03059";"1970-08-26";140
"6e695b007";"HERNANDEZ";"ILLANAS";"GASPAR";"46200";"1970-11-21";681
"6ea512b1c";"SANCHEZ";"ILLESCAS";"M. ISABEL";"03094";"1971-07-19";606
"6ecdde33b";"GOMEZ";"INIESTA";"MAGDALENA";"03005";"1971-10-28";909
"6eedd7de6";"GALLARDO";"IÑIGUEZ";"ELEUTERIO";"03015";"1971-11-24";347
"6eeffa56d";"FONSERET";"IÑIGUEZ";"ROQUE";"46183";"1971-12-11";891
"6f62708d8";"POLO";"IRLES";"JOSE AGUSTIN";"46127";"1972-02-05";671
"6f8e2476e";"MOLINA";"IVARS";"MARIA ASUNCION";"46113";"1972-02-08";341
"6f9f753ed";"CACERES";"IVORRA";"JESUS ALBERTO";"30020";"1972-02-18";972
"6fc2f632a";"ALBERO";"IVORRA";"MARIA ASCENSION";"46083";"1972-04-27";632
"6fcda73f0";"GARCIA";"IVORRA";"VISITACION";"46140";"1972-07-09";601
"700c342f0";"SANCHEZ";"IVORRA";"ALMUDENA";"03135";"1972-09-04";597
"7016bd7a4";"QUILES";"IVORRA";"BIENVENIDA";"46118";"1972-11-03";365
"708b049b8";"MIRANDA";"IVORRA";"ZULEMA";"46240";"1972-11-29";674
"70aaccd96";"MARTINEZ";"IZQUIERDO";"MARCOS JESUS";"46066";"1973-02-11";139
"70ba109f7";"FERNANDEZ-QUEVEDO";"IZQUIERDO";"LIDIA";"46137";"1973-02-18";910
"70f38812e";"MINGOT";"IZQUIERDO";"ANTONIO";"46128";"1973-02-19";565
"710d61814";"MARTIN";"JEAN";"MARIA OBDULIA";"46011";"1973-06-14";724
"711c36759";"ORTIZ";"JIMENEZ";"JUAN FRANCISCO";"46113";"1973-07-16";452
"7126de24a";"CARRASCOSA";"JIMENEZ";"MARIA CRISTINA";"46253";"1973-07-21";164
"7127a9dc1";"ORTS";"JIMENEZ";"VICENTE JUAN";"03099";"1973-10-30";798
"712bbbee7";"MORRO";"JIMENEZ";"JORGE";"46049";"1974-05-07";823
"719c06e55";"BAEZA";"JIMENO";"EVA";"03100";"1974-09-04";751
"71e866d4c";"RICO";"JIMENO";"RAFAEL";"46211";"1974-11-19";244
"720084dd5";"MARTINEZ";"JOFRE";"JOSE MIGUEL";"46057";"1975-03-11";871
"7202981ca";"SAENZ DE URTURI";"JOVER";"RAUL";"46179";"1975-06-19";35
"728007775";"CERNUDA";"JOVER";"MIGUEL ANGEL";"03902";"1975-07-15";420
"7293bd248";"JIMENEZ";"JOVER";"OSCAR";"03135";"1975-07-19";976
"72c0930c9";"VAZQUEZ";"JOVER";"AUGUSTO";"46217";"1975-08-06";87
"72f17af4a";"MONLLOR";"JOVER";"ROSA MARIA";"46073";"1975-09-24";23
"72f30ea8c";"LUJAN";"JUAN";"MARIA VICTORIA";"46181";"1976-05-19";151
"72fdc9059";"VILAPLANA";"JUAN";"EMILIO";"03110";"1976-07-23";227
"730d550a1";"JORQUERA";"JUAN";"DIEGO";"03135";"1976-08-19";704
"734337510";"GIL";"JUAN";"PILAR";"46257";"1976-09-22";758
"734566108";"GONZALEZ";"JUAN";"VICTORIA MARIA";"46016";"1977-03-22";135
"7353e39bb";"ESPINOSA";"JUAN";"PABLO";"46121";"1978-07-24";51
"7355f0c51";"BERNA";"JUAN";"MANUEL JAIME";"46238";"1978-10-17";648
"7358d4879";"RIVAS";"JUAN";"GUADALUPE";"46233";"1978-12-23";806
"737ca4043";"GOMIS";"JUAREZ";"ANTONIO VICENTE";"46156";"1979-01-25";392
"73b3bb7c0";"FEMENIA";"JUAREZ";"JOSE RUBEN";"03128";"1979-01-28";620
"73bab1f37";"SANTACRUZ";"JUAREZ";"MARISA";"03128";"1979-04-05";437
"73d1f77f8";"RODRIGUEZ";"JURADO";"CARLOS";"03128";"1979-06-16";993
"73e99c5a5";"HENKEL";"KERSLAKE";"ANA";"03128";"1979-08-04";216
"7400591d1";"LATORRE";"KERSLAKE";"BERNARDO";"03128";"1980-01-30";803
"74068bc19";"PASTOR";"LA PARRA";" ROSARIO CRISTINA";"46206";"1980-04-14";667
"74422f8f0";"RUIZ";"LACRUZ";"JOSE A.";"46233";"1980-08-23";356
"74474c318";"GALIANA";"LAFONT";"JOSE EMILIO";"46197";"1981-01-27";712
"74c133abf";"BARRENA";"LAFUENTE";"ROSA";"30038";"1981-02-15";231
"75095da4b";"BOUSO";"LAGUNA";"VIRGINIA";"02051";"1981-02-25";79
"755043d81";".";"LANCIS";"MAROUANE";"46215";"1981-03-10";164
"755be9d07";"SANCHEZ";"LAPIEDRA";"MARIA ISABEL";"46123";"1981-05-11";396
"758cb1dc2";"GHEORGHIU";"LAPIEDRA";"CATALINA";"30009";"1981-06-18";878
"7592427b3";"NAVALON";"LAPIEDRA";"ALEJANDRO";"46155";"1981-08-19";987
"75a5228c4";"GOMEZ";"LAX";"MARIA DEL CARMEN";"30022";"1981-11-25";146
"75b70d30c";"PASTOR";"LEDESMA";"JOAQUINA";"02018";"1982-01-06";122
"75c89f6a4";"SANCHIS";"LEON";"MARIA MERCEDES";"46165";"1982-01-18";858
"75cfbb8fb";"ROSADO";"LERENAS";"ANA";"46230";"1982-02-04";181
"75fb1d554";"MARTINEZ";"LEYVA";"DANIEL";"46230";"1982-03-23";542
"760fc825a";"VACAS";"LILLO";"FRANCISCO";"46261";"1982-06-21";834
"7615e7dc8";"AGUADO";"LILLO";"RAFAEL PEDRO";"46078";"1982-10-01";269
"763e31eef";"MENCHON";"LILLO";"ANTONIA";"46202";"1983-05-10";565
"764eb6e95";"MATEU";"LILLO";"RAFAEL DANIEL";"02061";"1983-11-03";985
"767137232";"GOMEZ";"LILLO";"JUAN PABLO";"30032";"1983-11-13";496
"7674b0577";"ORTIZ";"LILLO";"MARIA INMACULADA";"46102";"1984-05-22";269
"76a1edbfa";"DONOSO";"LILLO";"JUAN MARCOS";"46077";"1984-06-04";742
"76a2501e3";"MARTÍ";"LILLO";"IRENE";"46177";"1985-04-20";632
"76c7e96ae";"CALATAYUD";"LILLO";"MARIA CARMEN";"46111";"1985-08-20";320
"76cdf3310";"MIRALLES";"LILLO";"ANTONIO";"46177";"1985-08-24";390
"771cf84fa";"BAILEN";"LIMIÑANA";"M. JOSE";"46010";"1985-09-24";438
"775075f35";"GIJON";"LLEDO";"FRANCISCA";"46112";"1965-02-16";713
"77553be51";"CASTILLO";"LLEDO";"ABEL";"46089";"1965-03-31";10
"777375e00";"BALBOA";"LLEDO";"NICOLAS";"02079";"1965-05-20";875
"779b88134";"LOPEZ";"LLOBELL";"MARIA TERESA";"02079";"1965-06-26";705
"77b92e4c6";"RIBELLES";"LLOPIS";"FRANCISCO JAVIER";"46134";"1965-07-08";226
"77dda6dda";"BELMAR";"LLOPIS";"ANTONIO";"46018";"1966-01-31";678
"77e4d4ae1";"MEDINA";"LLOPIS";"JOSE RAMON";"46224";"1966-02-01";371
"77fceeb05";"GARCIA";"LLORCA";"PEDRO";"02052";"1967-05-05";390
"78086c478";"LOPEZ";"LLORCA";"ARTURO ENRIQUE";"30028";"1967-10-22";603
"7891762f1";"ALONSO";"LLORCA";"MARIA ELENA";"03122";"1967-12-31";662
"789ab233d";"URGEL";"LLORCA";"PEDRO I.";"03122";"1968-01-06";554
"78e180e96";"LOPEZ";"LLORENS";"MARIA AURORA";"03122";"1968-01-15";999
"78f929563";"ESCOLANO";"LLORET";"ALFREDO";"03122";"1968-02-04";539
"791bbd32d";"PEREZ";"LLORET";"PILAR";"03122";"1968-05-28";541
"7953c402a";"LOPEZ";"LLORET";"MARIA CONCEPCION";"03122";"1968-06-22";144
"795a411a9";"PORTIÑO";"LLORET";"MERCEDES ELCIRA";"03122";"1968-06-23";662
"79750d6e9";"BOAN";"LLORET";"ISABEL";"03122";"1969-01-14";398
"79a2bb539";"ALEGRE";"LOMAS";"MARIA CONSUELO";"03122";"1969-09-18";326
"79bad53bf";"MARCO";"LOPEZ";"CONSUELO";"03122";"1969-12-30";203
"7a48f8363";".";"LOPEZ";"ROSSANA";"03122";"1970-02-14";232
